id,name,email,loan_amount,paid_amount,balance_amount,status,tenure,months_completed,default_reason
1391,David Brown 835,david.brown.835@bank.com,416400,416400,0,Paid,24,24,N/A
1392,Aadhya Reddy 189,aadhya.reddy.189@bank.com,1916200,95810.0,1820390.0,Ongoing,60,3,N/A
1393,David Brown,david.brown@bank.com,1448400,1448400,0,Paid,48,48,N/A
1394,Karan Oberoi 404,karan.oberoi.404@bank.com,733700,733700,0,Paid,12,12,N/A
1395,Aadhya Reddy 409,aadhya.reddy.409@bank.com,1620900,1620900,0,Paid,48,48,N/A
1396,Saanvi Iyer 746,saanvi.iyer.746@bank.com,1179200,1179200,0,Paid,36,36,N/A
1397,Jessica Wilson 792,jessica.wilson.792@bank.com,972700,972700,0,Paid,60,60,N/A
1398,Shweta Aggarwal 611,shweta.aggarwal.611@bank.com,1237000,1237000,0,Paid,48,48,N/A
1399,Arjun Verma,arjun.verma@bank.com,1383200,1383200,0,Paid,24,24,N/A
1400,Priya Das 491,priya.das.491@bank.com,1594800,212640.0,1382160.0,Defaulted,36,6,Unemployment / Job Loss
1401,Nisha Bhatia 906,nisha.bhatia.906@bank.com,1533200,306640.0,1226560.0,Defaulted,48,12,Business Multi-sector Failure
1402,James Smith,james.smith@bank.com,1930800,1930800,0,Paid,36,36,N/A
1403,Priya Das 174,priya.das.174@bank.com,856000,856000,0,Paid,36,36,N/A
1404,Shweta Aggarwal 372,shweta.aggarwal.372@bank.com,352000,352000,0,Paid,24,24,N/A
1405,Jennifer Taylor,jennifer.taylor@bank.com,1191300,645287.5,546012.5,Ongoing,48,26,N/A
1406,Aditya Singh 541,aditya.singh.541@bank.com,1401900,373840.0,1028060.0,Defaulted,24,8,Business Multi-sector Failure
1407,Sai Reddy 280,sai.reddy.280@bank.com,515700,515700,0,Paid,12,12,N/A
1408,Jessica Wilson 335,jessica.wilson.335@bank.com,1844100,614700.0,1229400.0,Defaulted,24,10,Business Multi-sector Failure
1409,Nisha Bhatia,nisha.bhatia@bank.com,324700,324700,0,Paid,36,36,N/A
1410,Priya Das 902,priya.das.902@bank.com,1818400,1818400,0,Paid,24,24,N/A
1411,Zara Nair,zara.nair@bank.com,1218000,1218000,0,Paid,60,60,N/A
1412,Anvi Singh 172,anvi.singh.172@bank.com,1196700,39890.0,1156810.0,Defaulted,48,2,Unemployment / Job Loss
1413,Krishna Murthy,krishna.murthy@bank.com,1345600,1345600,0,Paid,48,48,N/A
1414,Robert Williams,robert.williams@bank.com,1673200,1673200,0,Paid,60,60,N/A
1415,Krishna Murthy,krishna.murthy@bank.com,1087500,1087500,0,Paid,24,24,N/A
1416,Aarav Sharma,aarav.sharma@bank.com,1293500,1293500,0,Paid,60,60,N/A
1417,Amit Joshi,amit.joshi@bank.com,1572500,1572500,0,Paid,48,48,N/A
1418,James Smith,james.smith@bank.com,1060700,1060700,0,Paid,12,12,N/A
1419,Sarah Miller,sarah.miller@bank.com,1651500,110100.0,1541400.0,Defaulted,36,3,Interest Rate Overrun
1420,Emily Davis,emily.davis@bank.com,357000,357000,0,Paid,36,36,N/A
1421,Vihaan Patel 314,vihaan.patel.314@bank.com,695500,695500,0,Paid,36,36,N/A
1422,Vivaan Gupta,vivaan.gupta@bank.com,633100,633100,0,Paid,48,48,N/A
1423,Rahul Mehra,rahul.mehra@bank.com,354700,354700,0,Paid,12,12,N/A
1424,Michael Johnson 647,michael.johnson.647@bank.com,484500,484500,0,Paid,12,12,N/A
1425,Ananya Iyer 507,ananya.iyer.507@bank.com,865100,865100,0,Paid,60,60,N/A
1426,Ashley Moore 338,ashley.moore.338@bank.com,1835200,1835200,0,Paid,48,48,N/A
1427,Shanaya Kumar 651,shanaya.kumar.651@bank.com,222600,222600,0,Paid,48,48,N/A
1428,Shweta Aggarwal,shweta.aggarwal@bank.com,1966400,1147066.67,819333.3300000001,Ongoing,12,7,N/A
1429,Shweta Aggarwal,shweta.aggarwal@bank.com,490600,255520.83,235079.17,Ongoing,48,25,N/A
1430,Karan Oberoi 795,karan.oberoi.795@bank.com,1060300,1060300,0,Paid,36,36,N/A
1431,Michael Johnson 176,michael.johnson.176@bank.com,294200,294200,0,Paid,48,48,N/A
1432,Aadhya Reddy 788,aadhya.reddy.788@bank.com,784200,784200,0,Paid,48,48,N/A
1433,Shweta Aggarwal,shweta.aggarwal@bank.com,480900,120225.0,360675.0,Ongoing,36,9,N/A
1434,Sonal Kapoor,sonal.kapoor@bank.com,1318800,205146.67,1113653.33,Defaulted,36,7,Medical Emergency / High Bills
1435,Jessica Wilson 395,jessica.wilson.395@bank.com,180100,180100,0,Paid,60,60,N/A
1436,Shweta Aggarwal 132,shweta.aggarwal.132@bank.com,1444800,1444800,0,Paid,36,36,N/A
1437,Ananya Iyer 218,ananya.iyer.218@bank.com,983100,737325.0,245775.0,Ongoing,12,9,N/A
1438,Ananya Iyer 716,ananya.iyer.716@bank.com,152000,152000,0,Paid,36,36,N/A
1439,Robert Williams,robert.williams@bank.com,577300,577300,0,Paid,12,12,N/A
1440,Nisha Bhatia,nisha.bhatia@bank.com,76400,76400,0,Paid,60,60,N/A
1441,Sai Reddy,sai.reddy@bank.com,1616100,134675.0,1481425.0,Ongoing,12,1,N/A
1442,Deepak Malhotra 668,deepak.malhotra.668@bank.com,1512400,1512400,0,Paid,24,24,N/A
1443,David Brown 636,david.brown.636@bank.com,731900,658710.0,73190.0,Ongoing,60,54,N/A
1444,Inaya Murthy,inaya.murthy@bank.com,571100,571100,0,Paid,12,12,N/A
1445,Rohan Sethi 307,rohan.sethi.307@bank.com,708700,708700,0,Paid,12,12,N/A
1446,Saanvi Iyer 329,saanvi.iyer.329@bank.com,595300,79373.33,515926.67,Defaulted,12,2,Business Multi-sector Failure
1447,Krishna Murthy,krishna.murthy@bank.com,642700,642700,0,Paid,12,12,N/A
1448,Rohan Sethi 540,rohan.sethi.540@bank.com,1540200,1540200,0,Paid,24,24,N/A
1449,Shweta Aggarwal,shweta.aggarwal@bank.com,794800,794800,0,Paid,60,60,N/A
1450,Sonal Kapoor 977,sonal.kapoor.977@bank.com,438700,136484.44,302215.56,Defaulted,36,14,Interest Rate Overrun
1451,Saanvi Iyer,saanvi.iyer@bank.com,609900,38118.75,571781.25,Ongoing,48,3,N/A
1452,Krishna Murthy 447,krishna.murthy.447@bank.com,1105100,699896.67,405203.32999999996,Ongoing,60,38,N/A
1453,Zara Nair 202,zara.nair.202@bank.com,1666500,1666500,0,Paid,24,24,N/A
1454,Vikram Khanna,vikram.khanna@bank.com,853800,246653.33,607146.67,Defaulted,36,13,Interest Rate Overrun
1455,James Smith,james.smith@bank.com,796900,796900,0,Paid,48,48,N/A
1456,Vivaan Gupta,vivaan.gupta@bank.com,838300,186288.89,652011.11,Defaulted,36,10,Business Multi-sector Failure
1457,Emily Davis,emily.davis@bank.com,1613800,1613800,0,Paid,12,12,N/A
1458,Pari Gupta 658,pari.gupta.658@bank.com,137300,137300,0,Paid,36,36,N/A
1459,Ananya Iyer 533,ananya.iyer.533@bank.com,1154200,654046.67,500153.32999999996,Ongoing,60,34,N/A
1460,Ishaan Nair 512,ishaan.nair.512@bank.com,502400,167466.67,334933.32999999996,Defaulted,48,20,Personal/Family Crisis
1461,Pari Gupta,pari.gupta@bank.com,975700,195140.0,780560.0,Defaulted,12,3,Personal/Family Crisis
1462,Robert Williams 967,robert.williams.967@bank.com,1755900,1755900,0,Paid,24,24,N/A
1463,Saanvi Iyer 581,saanvi.iyer.581@bank.com,176500,105900.0,70600.0,Ongoing,60,36,N/A
1464,Richard Taylor,richard.taylor@bank.com,1418800,1418800,0,Paid,24,24,N/A
1465,Michael Johnson 567,michael.johnson.567@bank.com,344200,344200,0,Paid,48,48,N/A
1466,Ananya Iyer 777,ananya.iyer.777@bank.com,278300,278300,0,Paid,24,24,N/A
1467,Vivaan Gupta,vivaan.gupta@bank.com,582100,582100,0,Paid,12,12,N/A
1468,Aaryan Iyer,aaryan.iyer@bank.com,370400,61733.33,308666.67,Ongoing,36,6,N/A
1469,Sonal Kapoor 608,sonal.kapoor.608@bank.com,157200,157200,0,Paid,12,12,N/A
1470,Ananya Iyer,ananya.iyer@bank.com,222500,148333.33,74166.67000000001,Ongoing,12,8,N/A
1471,Jennifer Taylor,jennifer.taylor@bank.com,1397900,1397900,0,Paid,48,48,N/A
1472,Arjun Verma 386,arjun.verma.386@bank.com,929600,929600,0,Paid,60,60,N/A
1473,Ananya Iyer 820,ananya.iyer.820@bank.com,914500,914500,0,Paid,24,24,N/A
1474,Arjun Verma 237,arjun.verma.237@bank.com,1355200,1355200,0,Paid,60,60,N/A
1475,Deepak Malhotra 584,deepak.malhotra.584@bank.com,251600,83866.67,167733.33000000002,Defaulted,36,15,Interest Rate Overrun
1476,Vihaan Patel,vihaan.patel@bank.com,420400,420400,0,Paid,24,24,N/A
1477,Emily Davis,emily.davis@bank.com,707200,165013.33,542186.67,Defaulted,24,7,Interest Rate Overrun
1478,Jennifer Taylor 393,jennifer.taylor.393@bank.com,109400,109400,0,Paid,60,60,N/A
1479,Vikram Khanna 421,vikram.khanna.421@bank.com,1861900,1861900,0,Paid,24,24,N/A
1480,Shanaya Kumar 572,shanaya.kumar.572@bank.com,1004400,1004400,0,Paid,24,24,N/A
1481,Karan Oberoi,karan.oberoi@bank.com,536800,536800,0,Paid,48,48,N/A
1482,Vivaan Gupta,vivaan.gupta@bank.com,404300,404300,0,Paid,60,60,N/A
1483,Vihaan Patel 189,vihaan.patel.189@bank.com,725800,725800,0,Paid,60,60,N/A
1484,Anvi Singh,anvi.singh@bank.com,1802500,721000.0,1081500.0,Defaulted,36,18,Personal/Family Crisis
1485,Ananya Iyer 494,ananya.iyer.494@bank.com,624500,174860.0,449640.0,Defaulted,60,21,Interest Rate Overrun
1486,Ashley Moore 525,ashley.moore.525@bank.com,383900,383900,0,Paid,60,60,N/A
1487,Deepak Malhotra 884,deepak.malhotra.884@bank.com,1583800,26396.67,1557403.33,Defaulted,48,1,Unemployment / Job Loss
1488,Vikram Khanna 100,vikram.khanna.100@bank.com,1052900,1052900,0,Paid,36,36,N/A
1489,Richard Taylor 842,richard.taylor.842@bank.com,1663300,1663300,0,Paid,24,24,N/A
1490,Inaya Murthy 780,inaya.murthy.780@bank.com,35300,7648.33,27651.67,Defaulted,48,13,Personal/Family Crisis
1491,James Smith 825,james.smith.825@bank.com,1520000,1520000,0,Paid,48,48,N/A
1492,Sai Reddy,sai.reddy@bank.com,547300,547300,0,Paid,24,24,N/A
1493,James Smith 787,james.smith.787@bank.com,1999600,1999600,0,Paid,48,48,N/A
1494,Aadhya Reddy 596,aadhya.reddy.596@bank.com,1519800,835890.0,683910.0,Ongoing,60,33,N/A
1495,Deepak Malhotra,deepak.malhotra@bank.com,1256200,1256200,0,Paid,48,48,N/A
1496,Ishaan Nair 984,ishaan.nair.984@bank.com,711600,711600,0,Paid,12,12,N/A
1497,David Brown,david.brown@bank.com,291300,291300,0,Paid,36,36,N/A
1498,Shanaya Kumar 284,shanaya.kumar.284@bank.com,1381300,1381300,0,Paid,36,36,N/A
1499,Myra Patel 899,myra.patel.899@bank.com,607200,607200,0,Paid,24,24,N/A
1500,Ishaan Nair,ishaan.nair@bank.com,655100,655100,0,Paid,48,48,N/A
1501,Sarah Miller,sarah.miller@bank.com,1788800,1788800,0,Paid,36,36,N/A
1502,Jessica Wilson 329,jessica.wilson.329@bank.com,1207100,48284.0,1158816.0,Defaulted,60,3,High Debt Consolidation
1503,Myra Patel 192,myra.patel.192@bank.com,1648100,1648100,0,Paid,24,24,N/A
1504,David Brown 665,david.brown.665@bank.com,647200,647200,0,Paid,48,48,N/A
1505,Inaya Murthy,inaya.murthy@bank.com,1844000,1844000,0,Paid,60,60,N/A
1506,Aditya Singh 560,aditya.singh.560@bank.com,311700,311700,0,Paid,36,36,N/A
1507,Nisha Bhatia,nisha.bhatia@bank.com,1193100,1193100,0,Paid,12,12,N/A
1508,Inaya Murthy 443,inaya.murthy.443@bank.com,643800,643800,0,Paid,48,48,N/A
1509,Anvi Singh,anvi.singh@bank.com,1535300,1535300,0,Paid,36,36,N/A
1510,Priya Das 649,priya.das.649@bank.com,1916500,511066.67,1405433.33,Defaulted,12,4,Unemployment / Job Loss
1511,Sonal Kapoor 895,sonal.kapoor.895@bank.com,981700,981700,0,Paid,60,60,N/A
1512,Ashley Moore,ashley.moore@bank.com,1983400,1983400,0,Paid,48,48,N/A
1513,Shweta Aggarwal 953,shweta.aggarwal.953@bank.com,1164000,1164000,0,Paid,12,12,N/A
1514,Richard Taylor,richard.taylor@bank.com,568100,28405.0,539695.0,Defaulted,48,3,Unemployment / Job Loss
1515,Aarav Sharma,aarav.sharma@bank.com,1503000,1503000,0,Paid,12,12,N/A
1516,Ishaan Nair 588,ishaan.nair.588@bank.com,47700,47700,0,Paid,24,24,N/A
1517,Robert Williams,robert.williams@bank.com,1959200,1502053.33,457146.6699999999,Ongoing,60,46,N/A
1518,Emily Davis 773,emily.davis.773@bank.com,465100,80617.33,384482.67,Defaulted,60,13,High Debt Consolidation
1519,Jessica Wilson 994,jessica.wilson.994@bank.com,953100,953100,0,Paid,48,48,N/A
1520,Michael Johnson,michael.johnson@bank.com,1756400,175640.0,1580760.0,Defaulted,48,6,Interest Rate Overrun
1521,Pari Gupta,pari.gupta@bank.com,922700,307566.67,615133.3300000001,Defaulted,48,20,Personal/Family Crisis
1522,Shweta Aggarwal 883,shweta.aggarwal.883@bank.com,1211200,363360.0,847840.0,Defaulted,24,9,Business Multi-sector Failure
1523,Nisha Bhatia 360,nisha.bhatia.360@bank.com,354200,354200,0,Paid,48,48,N/A
1524,Sonal Kapoor 384,sonal.kapoor.384@bank.com,1330500,1053312.5,277187.5,Ongoing,48,38,N/A
1525,Rahul Mehra 161,rahul.mehra.161@bank.com,1722800,574266.67,1148533.33,Defaulted,24,10,Interest Rate Overrun
1526,Anvi Singh 715,anvi.singh.715@bank.com,473600,473600,0,Paid,12,12,N/A
1527,Myra Patel,myra.patel@bank.com,1304600,1304600,0,Paid,48,48,N/A
1528,Richard Taylor 410,richard.taylor.410@bank.com,1400200,1400200,0,Paid,48,48,N/A
1529,Sonal Kapoor 655,sonal.kapoor.655@bank.com,1017200,1017200,0,Paid,48,48,N/A
1530,Jennifer Taylor,jennifer.taylor@bank.com,1526700,152670.0,1374030.0,Defaulted,48,6,Medical Emergency / High Bills
1531,Michael Johnson,michael.johnson@bank.com,1420300,1420300,0,Paid,60,60,N/A
1532,Jessica Wilson 702,jessica.wilson.702@bank.com,1528500,1528500,0,Paid,60,60,N/A
1533,Anvi Singh 701,anvi.singh.701@bank.com,274500,274500,0,Paid,24,24,N/A
1534,Aditya Singh,aditya.singh@bank.com,1447800,443992.0,1003808.0,Defaulted,60,23,High Debt Consolidation
1535,Ishaan Nair,ishaan.nair@bank.com,1748000,1748000,0,Paid,36,36,N/A
1536,Pari Gupta 499,pari.gupta.499@bank.com,115700,115700,0,Paid,12,12,N/A
1537,Vikram Khanna 161,vikram.khanna.161@bank.com,1877900,1877900,0,Paid,24,24,N/A
1538,Robert Williams,robert.williams@bank.com,1990200,1990200,0,Paid,24,24,N/A
1539,Nisha Bhatia 588,nisha.bhatia.588@bank.com,1965000,1965000,0,Paid,60,60,N/A
1540,David Brown,david.brown@bank.com,1349600,1349600,0,Paid,36,36,N/A
1541,Aarav Sharma 553,aarav.sharma.553@bank.com,1139600,1139600,0,Paid,48,48,N/A
1542,Shweta Aggarwal 729,shweta.aggarwal.729@bank.com,477100,387643.75,89456.25,Ongoing,48,39,N/A
1543,Krishna Murthy 883,krishna.murthy.883@bank.com,88500,88500,0,Paid,48,48,N/A
1544,Zara Nair,zara.nair@bank.com,1042800,330220.0,712580.0,Ongoing,60,19,N/A
1545,Rahul Mehra,rahul.mehra@bank.com,1766600,1766600,0,Paid,24,24,N/A
1546,Priya Das 577,priya.das.577@bank.com,848800,848800,0,Paid,24,24,N/A
1547,Deepak Malhotra,deepak.malhotra@bank.com,330900,22060.0,308840.0,Defaulted,12,1,Business Multi-sector Failure
1548,Deepak Malhotra 934,deepak.malhotra.934@bank.com,1533100,1533100,0,Paid,60,60,N/A
1549,Diya Sharma,diya.sharma@bank.com,664500,248080.0,416420.0,Defaulted,60,28,Business Multi-sector Failure
1550,Ananya Iyer,ananya.iyer@bank.com,1636300,340895.83,1295404.17,Ongoing,24,5,N/A
1551,James Smith 939,james.smith.939@bank.com,554900,184966.67,369933.32999999996,Defaulted,12,5,High Debt Consolidation
1552,Sarah Miller 680,sarah.miller.680@bank.com,842800,842800,0,Paid,48,48,N/A
1553,Amit Joshi 730,amit.joshi.730@bank.com,1006300,357795.56,648504.44,Defaulted,36,16,Medical Emergency / High Bills
1554,Rohan Sethi,rohan.sethi@bank.com,1407900,1407900,0,Paid,24,24,N/A
1555,Pari Gupta,pari.gupta@bank.com,1119800,1119800,0,Paid,48,48,N/A
1556,Sonal Kapoor 611,sonal.kapoor.611@bank.com,698900,698900,0,Paid,12,12,N/A
1557,Richard Taylor 547,richard.taylor.547@bank.com,85400,85400,0,Paid,36,36,N/A
1558,Vivaan Gupta,vivaan.gupta@bank.com,1417900,1417900,0,Paid,48,48,N/A
1559,Aditya Singh,aditya.singh@bank.com,744100,744100,0,Paid,48,48,N/A
1560,Diya Sharma 527,diya.sharma.527@bank.com,624100,624100,0,Paid,60,60,N/A
1561,Myra Patel,myra.patel@bank.com,1825900,1825900,0,Paid,12,12,N/A
1562,Krishna Murthy 699,krishna.murthy.699@bank.com,1167600,1167600,0,Paid,60,60,N/A
1563,Zara Nair 930,zara.nair.930@bank.com,38700,38700,0,Paid,60,60,N/A
1564,Aaryan Iyer 577,aaryan.iyer.577@bank.com,1518200,1518200,0,Paid,24,24,N/A
1565,David Brown 937,david.brown.937@bank.com,311200,311200,0,Paid,60,60,N/A
1566,Sai Reddy,sai.reddy@bank.com,1192600,1192600,0,Paid,36,36,N/A
1567,Robert Williams,robert.williams@bank.com,1185900,52706.67,1133193.33,Defaulted,36,2,Medical Emergency / High Bills
1568,Deepak Malhotra,deepak.malhotra@bank.com,826800,826800,0,Paid,12,12,N/A
1569,Nisha Bhatia,nisha.bhatia@bank.com,653700,653700,0,Paid,12,12,N/A
1570,Ashley Moore 430,ashley.moore.430@bank.com,1574100,1574100,0,Paid,48,48,N/A
1571,Sai Reddy 880,sai.reddy.880@bank.com,599900,599900,0,Paid,12,12,N/A
1572,Inaya Murthy 107,inaya.murthy.107@bank.com,1026900,1026900,0,Paid,60,60,N/A
1573,Sarah Miller,sarah.miller@bank.com,1323600,1323600,0,Paid,48,48,N/A
1574,Aditya Singh,aditya.singh@bank.com,1306900,1306900,0,Paid,24,24,N/A
1575,Sonal Kapoor 949,sonal.kapoor.949@bank.com,236000,26222.22,209777.78,Ongoing,36,4,N/A
1576,Aarav Sharma 797,aarav.sharma.797@bank.com,1716900,1502287.5,214612.5,Ongoing,24,21,N/A
1577,Zara Nair 245,zara.nair.245@bank.com,1884200,1884200,0,Paid,60,60,N/A
1578,Karan Oberoi,karan.oberoi@bank.com,993200,993200,0,Paid,24,24,N/A
1579,Sarah Miller,sarah.miller@bank.com,161000,161000,0,Paid,60,60,N/A
1580,Inaya Murthy 647,inaya.murthy.647@bank.com,1706500,1706500,0,Paid,24,24,N/A
1581,Vivaan Gupta 200,vivaan.gupta.200@bank.com,1901500,1901500,0,Paid,60,60,N/A
1582,Pari Gupta,pari.gupta@bank.com,1333600,1333600,0,Paid,36,36,N/A
1583,Shanaya Kumar 928,shanaya.kumar.928@bank.com,1006700,1006700,0,Paid,24,24,N/A
1584,James Smith,james.smith@bank.com,243500,243500,0,Paid,36,36,N/A
1585,Priya Das,priya.das@bank.com,1016200,1016200,0,Paid,36,36,N/A
1586,Ishaan Nair 625,ishaan.nair.625@bank.com,1706900,1706900,0,Paid,36,36,N/A
1587,Ashley Moore,ashley.moore@bank.com,1008600,1008600,0,Paid,36,36,N/A
1588,Karan Oberoi,karan.oberoi@bank.com,1944700,1539554.17,405145.8300000001,Ongoing,24,19,N/A
1589,Aarav Sharma,aarav.sharma@bank.com,867100,260130.0,606970.0,Ongoing,60,18,N/A
1590,Aaryan Iyer,aaryan.iyer@bank.com,409600,409600,0,Paid,12,12,N/A
1591,Jennifer Taylor,jennifer.taylor@bank.com,1694900,1694900,0,Paid,12,12,N/A
1592,Aarav Sharma,aarav.sharma@bank.com,482100,482100,0,Paid,48,48,N/A
1593,Vivaan Gupta 366,vivaan.gupta.366@bank.com,371900,371900,0,Paid,60,60,N/A
1594,Krishna Murthy 814,krishna.murthy.814@bank.com,213500,213500,0,Paid,48,48,N/A
1595,Vikram Khanna,vikram.khanna@bank.com,1132500,1132500,0,Paid,60,60,N/A
1596,Shanaya Kumar 755,shanaya.kumar.755@bank.com,507100,507100,0,Paid,36,36,N/A
1597,Richard Taylor,richard.taylor@bank.com,740300,740300,0,Paid,60,60,N/A
1598,Saanvi Iyer,saanvi.iyer@bank.com,404300,404300,0,Paid,48,48,N/A
1599,Deepak Malhotra,deepak.malhotra@bank.com,1763800,1763800,0,Paid,36,36,N/A
1600,Diya Sharma 869,diya.sharma.869@bank.com,180400,180400,0,Paid,48,48,N/A
1601,Rahul Mehra,rahul.mehra@bank.com,1514400,1514400,0,Paid,48,48,N/A
1602,Jennifer Taylor,jennifer.taylor@bank.com,990400,495200.0,495200.0,Ongoing,60,30,N/A
1603,Diya Sharma,diya.sharma@bank.com,584100,584100,0,Paid,60,60,N/A
1604,Priya Das 961,priya.das.961@bank.com,762400,529444.44,232955.56000000006,Ongoing,36,25,N/A
1605,Krishna Murthy 755,krishna.murthy.755@bank.com,1499500,1499500,0,Paid,60,60,N/A
1606,Richard Taylor 567,richard.taylor.567@bank.com,729500,729500,0,Paid,48,48,N/A
1607,Aaryan Iyer,aaryan.iyer@bank.com,721900,721900,0,Paid,48,48,N/A
1608,Aditya Singh 733,aditya.singh.733@bank.com,727800,727800,0,Paid,24,24,N/A
1609,Emily Davis 914,emily.davis.914@bank.com,1632200,1190145.83,442054.1699999999,Ongoing,48,35,N/A
1610,Michael Johnson 765,michael.johnson.765@bank.com,213500,213500,0,Paid,36,36,N/A
1611,Anvi Singh 862,anvi.singh.862@bank.com,1883000,313833.33,1569166.67,Ongoing,24,4,N/A
1612,David Brown,david.brown@bank.com,1920800,1920800,0,Paid,12,12,N/A
1613,Nisha Bhatia,nisha.bhatia@bank.com,1412900,1412900,0,Paid,36,36,N/A
1614,Sonal Kapoor 460,sonal.kapoor.460@bank.com,1681700,358762.67,1322937.33,Defaulted,60,16,High Debt Consolidation
1615,James Smith,james.smith@bank.com,803800,53586.67,750213.33,Defaulted,24,2,Personal/Family Crisis
1616,Arjun Verma 381,arjun.verma.381@bank.com,132700,132700,0,Paid,24,24,N/A
1617,Saanvi Iyer 985,saanvi.iyer.985@bank.com,1731100,1731100,0,Paid,12,12,N/A
1618,Diya Sharma,diya.sharma@bank.com,341800,341800,0,Paid,12,12,N/A
1619,Robert Williams 568,robert.williams.568@bank.com,1700400,1700400,0,Paid,60,60,N/A
1620,Myra Patel 850,myra.patel.850@bank.com,1291900,1291900,0,Paid,12,12,N/A
1621,Priya Das,priya.das@bank.com,991800,991800,0,Paid,12,12,N/A
1622,Vivaan Gupta 762,vivaan.gupta.762@bank.com,1512000,1512000,0,Paid,48,48,N/A
1623,Anvi Singh 502,anvi.singh.502@bank.com,724200,724200,0,Paid,48,48,N/A
1624,Myra Patel,myra.patel@bank.com,1724300,1724300,0,Paid,60,60,N/A
1625,Vikram Khanna,vikram.khanna@bank.com,1463700,1463700,0,Paid,12,12,N/A
1626,Shanaya Kumar,shanaya.kumar@bank.com,1867600,1867600,0,Paid,48,48,N/A
1627,Aaryan Iyer 282,aaryan.iyer.282@bank.com,1108500,1108500,0,Paid,12,12,N/A
1628,Myra Patel 754,myra.patel.754@bank.com,723300,723300,0,Paid,24,24,N/A
1629,Krishna Murthy,krishna.murthy@bank.com,1633100,254037.78,1379062.22,Defaulted,36,7,Medical Emergency / High Bills
1630,Shweta Aggarwal,shweta.aggarwal@bank.com,454200,170325.0,283875.0,Ongoing,24,9,N/A
1631,Vikram Khanna,vikram.khanna@bank.com,1917500,1917500,0,Paid,36,36,N/A
1632,Jennifer Taylor 464,jennifer.taylor.464@bank.com,1741800,1741800,0,Paid,24,24,N/A
1633,Deepak Malhotra 106,deepak.malhotra.106@bank.com,1675700,74475.56,1601224.44,Defaulted,36,2,Personal/Family Crisis
1634,Rohan Sethi 733,rohan.sethi.733@bank.com,676200,676200,0,Paid,48,48,N/A
1635,Emily Davis 231,emily.davis.231@bank.com,914200,914200,0,Paid,48,48,N/A
1636,Anvi Singh,anvi.singh@bank.com,1407300,1407300,0,Paid,24,24,N/A
1637,Richard Taylor 152,richard.taylor.152@bank.com,282800,56560.0,226240.0,Defaulted,12,3,Business Multi-sector Failure
1638,Vikram Khanna 489,vikram.khanna.489@bank.com,997400,997400,0,Paid,48,48,N/A
1639,Reyansh Kumar,reyansh.kumar@bank.com,1598800,1598800,0,Paid,12,12,N/A
1640,Sarah Miller 493,sarah.miller.493@bank.com,337600,337600,0,Paid,48,48,N/A
1641,Sai Reddy 507,sai.reddy.507@bank.com,1471800,122650.0,1349150.0,Ongoing,36,3,N/A
1642,Krishna Murthy,krishna.murthy@bank.com,1954600,390920.0,1563680.0,Defaulted,12,3,Interest Rate Overrun
1643,Diya Sharma 671,diya.sharma.671@bank.com,243500,16233.33,227266.67,Defaulted,12,1,Personal/Family Crisis
1644,Sai Reddy,sai.reddy@bank.com,1255800,1255800,0,Paid,24,24,N/A
1645,Vivaan Gupta,vivaan.gupta@bank.com,441300,441300,0,Paid,36,36,N/A
1646,Sarah Miller,sarah.miller@bank.com,1751900,1751900,0,Paid,36,36,N/A
1647,Diya Sharma,diya.sharma@bank.com,1580000,1580000,0,Paid,60,60,N/A
1648,Jennifer Taylor 474,jennifer.taylor.474@bank.com,1475200,1475200,0,Paid,24,24,N/A
1649,Aditya Singh,aditya.singh@bank.com,840200,246458.67,593741.33,Defaulted,60,22,Unemployment / Job Loss
1650,Sarah Miller,sarah.miller@bank.com,1373400,1373400,0,Paid,36,36,N/A
1651,Zara Nair,zara.nair@bank.com,80900,80900,0,Paid,36,36,N/A
1652,Sarah Miller 530,sarah.miller.530@bank.com,747300,747300,0,Paid,12,12,N/A
1653,James Smith 876,james.smith.876@bank.com,825900,825900,0,Paid,12,12,N/A
1654,Jessica Wilson,jessica.wilson@bank.com,1204200,1204200,0,Paid,24,24,N/A
1655,Ishaan Nair 242,ishaan.nair.242@bank.com,1305900,1305900,0,Paid,36,36,N/A
1656,Sai Reddy 532,sai.reddy.532@bank.com,1395800,1395800,0,Paid,12,12,N/A
1657,Pari Gupta 681,pari.gupta.681@bank.com,103000,87979.17,15020.830000000002,Ongoing,48,41,N/A
1658,Karan Oberoi,karan.oberoi@bank.com,1495900,1495900,0,Paid,12,12,N/A
1659,Ashley Moore 935,ashley.moore.935@bank.com,1196600,1196600,0,Paid,36,36,N/A
1660,Vivaan Gupta 677,vivaan.gupta.677@bank.com,1388400,1388400,0,Paid,60,60,N/A
1661,Sai Reddy,sai.reddy@bank.com,1162900,1162900,0,Paid,48,48,N/A
1662,Anvi Singh,anvi.singh@bank.com,475500,475500,0,Paid,48,48,N/A
1663,Rahul Mehra,rahul.mehra@bank.com,267100,267100,0,Paid,36,36,N/A
1664,Ananya Iyer,ananya.iyer@bank.com,871400,363083.33,508316.67,Ongoing,36,15,N/A
1665,Krishna Murthy,krishna.murthy@bank.com,1346800,1346800,0,Paid,60,60,N/A
1666,Sai Reddy,sai.reddy@bank.com,1455500,1455500,0,Paid,12,12,N/A
