name,age,credit_score,income,loan_amount,employment_type,existing_emi,tenure,loan_type,default_status
Aadhya Gupta 24,25,415,796431,3319471,Business,0,6,Education Loan,1
Aarav Murthy,62,737,508292,2480814,Contract,0,60,Personal Loan,0
Diya Rodriguez 41,36,501,198428,223665,Business,0,18,Personal Loan,0
Rahul Mehra,68,479,460623,1894856,Salaried,0,12,Auto Loan,1
Myra Reddy 77,25,599,961539,2866111,Contract,0,36,Business Loan,1
David Garcia,44,738,499605,1377772,Self-employed,0,12,Home Loan,1
Robert Martinez,40,679,515127,1063269,Self-employed,15020,36,Education Loan,0
Rahul Murthy,36,729,1079302,3493690,Business,11221,18,Education Loan,1
Jessica Sharma 25,69,435,389576,1543939,Government,7331,48,Personal Loan,1
Aarav Sethi,58,601,236645,214102,Contract,5966,6,Education Loan,1
Rohan Oberoi,61,649,542325,238972,Contract,9788,12,Personal Loan,0
Pari Bhatia,28,396,446634,386044,Salaried,0,12,Education Loan,1
James Miller 6,27,677,334453,1493700,Business,10482,24,Business Loan,1
James Singh 50,53,335,537547,2558777,Salaried,0,60,Personal Loan,1
Jessica Williams,47,833,802031,225640,Self-employed,0,60,Auto Loan,0
Aarav Martinez,37,500,593876,648317,Salaried,0,18,Auto Loan,1
Jennifer Smith,29,383,717974,2757861,Government,23184,36,Business Loan,1
Zara Garcia,59,368,1772753,2353733,Business,0,48,Business Loan,1
Deepak Sharma 48,57,609,486150,1362075,Self-employed,406,36,Personal Loan,0
Inaya Miller,27,384,705744,1294033,Self-employed,9794,36,Business Loan,1
Anvi Smith 26,62,573,439974,1977826,Government,0,6,Personal Loan,1
Arjun Singh,33,329,359397,690867,Self-employed,4119,24,Home Loan,1
Priya Das 72,62,317,420439,1828041,Business,6943,18,Business Loan,1
Aadhya Reddy,27,714,448087,1315950,Self-employed,0,18,Personal Loan,0
Michael Rodriguez,64,596,740947,502927,Contract,0,12,Education Loan,1
Pari Smith 10,65,705,2444730,10000000,Government,56002,36,Auto Loan,0
Barbara Miller,53,687,388626,1067590,Salaried,0,12,Education Loan,1
Aditya Garcia,63,843,465107,1403441,Self-employed,0,60,Education Loan,0
Pari Garcia,66,346,575000,644170,Salaried,0,24,Home Loan,1
Anvi Das 53,57,613,757273,2039288,Self-employed,11533,36,Business Loan,1
Karan Sethi 93,58,657,699506,2461236,Salaried,332,6,Personal Loan,1
Patricia Williams,52,334,1290393,272666,Business,15390,48,Personal Loan,0
Jennifer Malhotra,63,556,150000,394562,Salaried,0,48,Education Loan,1
Aadhya Reddy 90,57,694,150000,135197,Business,1357,6,Home Loan,1
David Jones 73,55,756,443508,219083,Salaried,9776,6,Auto Loan,1
Nisha Garcia,28,398,1153579,5130130,Business,9004,18,Personal Loan,1
Barbara Jones,64,721,233423,958007,Self-employed,0,60,Business Loan,1
Pari Joshi 82,24,301,150000,85451,Self-employed,1096,48,Personal Loan,1
Mary Sharma,44,699,841303,2795300,Self-employed,0,36,Home Loan,1
Vikram Mehra,46,473,691206,719570,Contract,0,24,Auto Loan,1
Aadhya Oberoi,67,313,310480,572881,Contract,0,36,Auto Loan,1
Inaya Das,30,639,330603,1577835,Government,0,6,Education Loan,1
Barbara Verma 48,58,381,333752,1534765,Business,10070,36,Education Loan,1
Amit Singh,26,619,638145,1943908,Business,0,24,Auto Loan,1
Deepak Verma,29,612,410122,360679,Contract,8791,12,Education Loan,1
Aarav Rodriguez,25,769,803263,3973844,Government,0,6,Home Loan,1
Vikram Smith,52,828,150000,572526,Self-employed,0,18,Business Loan,1
Aditya Oberoi,29,587,357142,1528325,Self-employed,0,6,Personal Loan,1
Vikram Miller,26,588,303873,422992,Government,8862,6,Auto Loan,1
Deepak Brown,51,785,512059,160263,Self-employed,12639,36,Business Loan,0
Nisha Nair,54,760,432428,1530790,Business,8528,48,Auto Loan,1
Aarav Davis,48,596,963864,3052568,Government,22508,48,Business Loan,1
Pari Sharma 57,28,408,195711,617779,Business,311,60,Auto Loan,1
Arjun Joshi,51,308,613720,2279764,Self-employed,0,48,Auto Loan,1
Rahul Smith 18,34,387,834845,3405619,Self-employed,0,24,Personal Loan,1
Patricia Nair 61,40,614,1819347,8321397,Government,2405,6,Personal Loan,1
David Iyer,25,412,447280,342159,Government,6763,12,Education Loan,1
Arjun Reddy,54,710,725542,181546,Government,0,12,Business Loan,0
Vikram Reddy 69,67,592,202335,731249,Contract,3007,60,Auto Loan,1
Anvi Davis,63,323,150000,287022,Government,337,60,Business Loan,1
Rohan Singh,67,799,991391,4125613,Contract,5617,18,Home Loan,1
Diya Sharma,24,593,595206,1003445,Government,14575,6,Personal Loan,1
Amit Gupta,52,751,1211182,3989826,Business,18718,36,Business Loan,1
Vikram Singh 60,36,548,261962,859929,Salaried,7243,36,Personal Loan,1
Patricia Khanna,34,643,815813,1248986,Business,0,24,Education Loan,0
Jennifer Patel,67,362,1832681,4555483,Government,50852,48,Auto Loan,1
Aarav Joshi,27,568,768213,538350,Government,0,18,Education Loan,0
Saanvi Smith,45,758,704997,2478157,Business,0,18,Auto Loan,0
Ishaan Reddy 14,52,780,600269,951933,Contract,0,18,Home Loan,1
Barbara Malhotra 96,38,521,232692,535488,Self-employed,1049,12,Personal Loan,1
Amit Sharma,57,715,1346937,540690,Self-employed,0,12,Personal Loan,0
Arjun Brown,50,729,413943,176371,Government,3199,12,Auto Loan,0
Ishaan Verma 44,45,499,808301,3223709,Salaried,0,6,Business Loan,1
Linda Iyer,61,416,233790,802023,Business,4051,18,Auto Loan,1
Saanvi Martinez,27,327,294290,1189471,Self-employed,0,36,Business Loan,1
Vikram Singh 53,30,550,1412755,6694759,Salaried,5642,60,Business Loan,1
Nisha Iyer 74,47,328,484861,882036,Government,0,6,Auto Loan,1
Linda Nair,52,347,1428256,6469996,Self-employed,0,48,Personal Loan,1
Ishaan Malhotra,37,640,569811,2609829,Contract,0,24,Business Loan,1
Jennifer Sharma,52,701,197770,974115,Government,3492,12,Education Loan,1
Arjun Verma,34,333,1019925,3400424,Self-employed,19736,12,Education Loan,1
Ishaan Malhotra,52,643,419183,172842,Business,11204,24,Home Loan,0
Priya Johnson,56,556,908193,1967923,Business,28040,48,Home Loan,1
Jennifer Singh,40,432,606297,1480576,Self-employed,0,36,Education Loan,1
Linda Rodriguez,45,379,236600,889158,Contract,5977,18,Business Loan,1
Deepak Nair 85,69,675,659064,965516,Salaried,977,60,Auto Loan,0
Aditya Nair,47,769,2230494,10000000,Salaried,0,12,Auto Loan,1
Ishaan Mehra 24,69,580,802744,1690222,Business,26280,60,Business Loan,1
Patricia Joshi,58,332,576937,2639360,Business,14078,12,Home Loan,1
Amit Jones,52,820,1138481,2068129,Self-employed,0,48,Home Loan,0
Saanvi Joshi,39,442,677660,2616613,Self-employed,13709,18,Home Loan,1
Myra Reddy 62,45,388,677199,1728079,Business,3652,48,Auto Loan,1
Mary Gupta 67,36,746,310216,706631,Government,2236,48,Auto Loan,0
Jennifer Miller 61,53,523,687150,1431576,Salaried,0,48,Education Loan,0
Pari Sharma,54,324,1111550,3114621,Salaried,13680,18,Home Loan,1
Robert Malhotra,44,313,361624,1141423,Government,189,24,Personal Loan,1
Rahul Rodriguez,26,571,1403805,1237680,Salaried,0,24,Auto Loan,0
Mary Iyer,32,447,565223,1972145,Contract,16467,18,Auto Loan,1
Jennifer Rodriguez,36,552,350577,1651731,Contract,5968,12,Auto Loan,1
Ishaan Garcia 11,60,653,1086616,3407896,Salaried,24161,6,Education Loan,0
Zara Das,24,569,502787,147408,Self-employed,0,48,Home Loan,0
James Khanna,29,490,941951,2376296,Contract,0,24,Business Loan,1
David Williams 23,32,451,501292,345471,Business,3978,18,Personal Loan,1
Patricia Iyer,32,753,576139,816556,Salaried,0,48,Business Loan,0
James Garcia,21,708,803020,829321,Business,20965,6,Home Loan,1
Mary Brown,68,649,711078,2968122,Business,15203,24,Business Loan,1
Nisha Joshi 12,53,387,180354,219769,Self-employed,2726,12,Education Loan,1
Priya Sethi 43,44,355,304752,1195036,Self-employed,7060,60,Education Loan,1
Amit Sharma,68,730,1043035,3456892,Business,0,36,Education Loan,0
Diya Miller,49,715,551677,273037,Self-employed,0,24,Auto Loan,0
Saanvi Garcia 88,27,596,436158,578163,Salaried,2865,48,Auto Loan,0
Arjun Davis,48,502,264304,204644,Government,2392,18,Home Loan,1
Ishaan Johnson,62,410,312437,1277367,Contract,1997,36,Personal Loan,1
Jessica Iyer,35,563,177534,413660,Salaried,597,48,Home Loan,1
Rahul Brown,21,818,561985,2096541,Self-employed,0,6,Personal Loan,1
Aadhya Joshi 41,62,736,417040,1548449,Business,909,24,Personal Loan,0
Amit Rodriguez 30,33,656,334384,486101,Salaried,9715,60,Home Loan,0
Pari Rodriguez,40,410,573277,1448596,Government,18419,48,Home Loan,0
Saanvi Smith,67,560,742948,1364618,Contract,4302,36,Auto Loan,1
Priya Murthy,64,402,2096791,8033504,Contract,29859,12,Auto Loan,1
Karan Verma 42,36,728,241076,440160,Self-employed,0,36,Business Loan,1
Myra Williams,45,383,1197358,2717003,Government,12720,12,Home Loan,1
James Johnson 31,45,780,1070740,616203,Government,17270,24,Education Loan,0
Rahul Garcia,27,764,374199,1492787,Contract,0,6,Business Loan,1
Zara Murthy,30,353,674644,1018503,Contract,13782,6,Education Loan,1
Diya Rodriguez,61,763,453803,773690,Contract,0,18,Business Loan,1
James Rodriguez,30,672,667579,1237489,Salaried,7451,60,Personal Loan,0
Inaya Verma,35,578,1476933,641789,Contract,6188,24,Business Loan,0
Inaya Miller,24,601,858862,538729,Self-employed,0,48,Personal Loan,0
Inaya Johnson 28,53,638,810304,2675918,Self-employed,14122,12,Personal Loan,1
Zara Murthy,34,616,461304,541031,Business,10504,18,Education Loan,0
Myra Rodriguez 53,36,824,245135,474940,Government,5372,12,Home Loan,1
Rohan Mehra,47,500,526980,1170149,Self-employed,1703,24,Personal Loan,1
Patricia Oberoi 44,59,640,1231772,2298564,Self-employed,37989,60,Personal Loan,1
Zara Reddy,63,431,238875,743665,Contract,6225,6,Education Loan,1
Deepak Gupta,65,583,317091,248194,Contract,0,60,Education Loan,0
Vikram Rodriguez,28,569,644197,620146,Salaried,0,18,Personal Loan,1
Diya Malhotra,30,669,330779,851488,Salaried,0,60,Auto Loan,0
Nisha Smith,22,505,371196,730241,Government,11555,60,Home Loan,1
Robert Johnson 74,59,800,463166,805104,Salaried,6101,48,Auto Loan,0
Arjun Nair 3,52,473,263189,1096842,Self-employed,0,60,Business Loan,1
Rohan Verma 9,52,351,332876,886846,Contract,0,6,Education Loan,1
James Williams,22,304,910780,966169,Business,0,60,Personal Loan,1
Jessica Miller 23,60,356,272550,981128,Business,0,12,Business Loan,1
Aarav Sethi,52,653,228954,573398,Business,0,36,Auto Loan,0
Rahul Oberoi,36,614,409210,1818821,Government,0,36,Personal Loan,1
Karan Garcia,29,601,926503,581972,Salaried,0,60,Personal Loan,0
Rohan Johnson 34,58,342,530644,618976,Contract,0,18,Personal Loan,1
Jennifer Rodriguez,33,508,451915,707963,Self-employed,10675,6,Business Loan,1
Deepak Miller 81,55,463,613303,393560,Government,18083,48,Home Loan,0
Amit Gupta 60,61,833,209520,156041,Salaried,5755,36,Personal Loan,0
Barbara Das,46,791,803573,3670082,Self-employed,17949,18,Business Loan,1
Robert Singh,38,365,751676,3410267,Contract,4741,18,Business Loan,1
Rahul Iyer 90,46,466,467154,779956,Salaried,3605,48,Auto Loan,1
Rahul Joshi,43,377,1092036,1588327,Salaried,21895,6,Home Loan,1
Nisha Malhotra,45,547,303610,956785,Self-employed,6468,60,Personal Loan,1
Rahul Mehra,54,488,1174960,2742700,Business,37130,18,Education Loan,1
David Khanna,46,833,655200,2067500,Self-employed,0,36,Auto Loan,0
Jennifer Nair,21,414,487998,2397817,Business,4924,18,Education Loan,1
Deepak Sharma,24,675,590116,415011,Contract,9171,12,Home Loan,0
Myra Patel,60,355,559971,472027,Business,11705,36,Home Loan,1
Karan Nair,38,408,1241920,4558971,Self-employed,5433,60,Personal Loan,1
James Rodriguez,32,649,313010,1290924,Government,0,18,Personal Loan,1
Aditya Smith,69,736,377939,1472676,Self-employed,0,6,Home Loan,1
Diya Murthy,55,478,1112123,852755,Self-employed,15491,6,Home Loan,1
Linda Williams,32,676,417766,2012541,Business,0,6,Education Loan,1
Jennifer Reddy 5,58,611,1025119,4509585,Salaried,17032,12,Business Loan,1
Myra Jones,66,479,1655579,3103352,Government,42473,18,Education Loan,1
Nisha Murthy,43,631,469265,1618739,Government,5029,36,Business Loan,0
Aditya Sharma,67,723,898801,4163452,Business,0,18,Education Loan,1
Deepak Davis 43,47,815,298876,714482,Business,4231,24,Education Loan,1
Patricia Brown,70,606,939252,3292529,Government,21684,48,Business Loan,1
Mary Miller,44,332,673103,2448024,Salaried,17119,18,Personal Loan,1
Ishaan Sharma,31,484,793193,1432683,Salaried,0,60,Home Loan,1
Mary Johnson 34,65,691,405411,1986313,Self-employed,5108,18,Personal Loan,1
Myra Sethi,51,393,220433,377502,Salaried,0,36,Auto Loan,1
Priya Nair,55,620,807704,1028448,Self-employed,0,60,Auto Loan,0
Zara Johnson,69,368,173157,394734,Business,0,18,Education Loan,1
Priya Williams,64,629,493653,286321,Salaried,726,36,Personal Loan,0
Saanvi Patel,25,425,1050428,611231,Contract,7351,60,Personal Loan,0
Arjun Martinez 41,63,302,670070,1040486,Business,8699,60,Personal Loan,1
Michael Sethi,66,670,1922247,6077445,Business,13323,48,Auto Loan,0
Ishaan Joshi,40,466,1104679,309463,Contract,29960,36,Home Loan,0
Inaya Reddy,23,776,403390,1140186,Self-employed,0,6,Auto Loan,1
Linda Verma,57,509,607063,1456001,Government,19858,60,Business Loan,1
Diya Johnson 88,46,394,580460,2646493,Government,2181,60,Auto Loan,1
Priya Sethi 72,34,688,231120,986789,Business,6046,36,Auto Loan,1
Myra Brown,47,434,339680,1512847,Government,7430,60,Auto Loan,1
Linda Sethi,48,321,426574,1827620,Self-employed,1769,6,Home Loan,1
Amit Johnson,60,565,176005,343933,Contract,2251,6,Auto Loan,1
David Sethi,33,654,614458,2857844,Government,0,24,Auto Loan,1
Jennifer Sethi,26,548,514297,1910844,Government,9064,60,Personal Loan,1
Michael Garcia,66,389,218876,169833,Self-employed,0,24,Education Loan,1
Ishaan Oberoi,38,540,761105,760220,Salaried,11217,48,Business Loan,0
Deepak Bhatia,70,726,917606,1240556,Contract,24867,48,Personal Loan,0
Karan Johnson 23,68,351,684347,2865072,Self-employed,0,6,Auto Loan,1
Mary Williams,41,414,491668,1523126,Contract,12755,6,Business Loan,1
Nisha Verma 5,39,444,851594,2903387,Business,16782,6,Home Loan,1
Rohan Jones,23,427,898185,2504176,Self-employed,23510,12,Business Loan,1
Rohan Singh,24,649,718156,2690589,Government,7949,60,Personal Loan,1
Barbara Singh,35,718,364117,948160,Self-employed,0,48,Auto Loan,0
Barbara Williams,47,676,705005,3522619,Government,0,6,Business Loan,1
Aditya Murthy,53,440,1223576,5794913,Self-employed,0,24,Business Loan,1
Michael Reddy,34,698,417492,388833,Contract,0,60,Home Loan,0
Michael Davis,36,577,2102764,3007322,Contract,0,48,Education Loan,0
Mary Iyer,54,592,435661,1150983,Contract,3726,18,Education Loan,1
Deepak Singh,30,356,608921,966024,Business,6223,12,Personal Loan,1
Rahul Iyer,21,569,398916,1637104,Business,0,18,Auto Loan,1
Robert Singh,54,369,682803,2752666,Business,0,12,Education Loan,1
Robert Sharma,41,317,209958,933670,Contract,0,6,Auto Loan,1
Barbara Das,25,543,430358,2026055,Salaried,0,24,Education Loan,1
Rohan Gupta,34,799,310123,783832,Self-employed,10301,48,Personal Loan,1
Deepak Nair,31,624,647713,3147438,Salaried,18390,48,Home Loan,1
Vikram Bhatia,35,766,1084542,4973734,Salaried,33042,36,Business Loan,1
Aditya Johnson,48,541,879935,856824,Contract,17719,48,Education Loan,0
Karan Mehra 21,27,300,150000,412304,Contract,0,48,Business Loan,1
Priya Rodriguez 23,47,531,2033444,1959756,Salaried,19056,60,Auto Loan,0
Priya Gupta,53,828,712950,3473168,Salaried,21671,60,Education Loan,1
Arjun Bhatia 91,56,540,374782,588213,Salaried,2369,48,Education Loan,0
Aadhya Reddy,40,500,656236,722133,Contract,15580,60,Education Loan,0
Rohan Singh 73,64,520,663785,722975,Self-employed,0,12,Personal Loan,1
Amit Johnson 98,50,530,400268,294453,Self-employed,0,18,Home Loan,1
James Nair,51,814,672495,906363,Contract,20685,6,Home Loan,0
Anvi Bhatia,55,742,414785,1943596,Salaried,0,18,Personal Loan,1
Mary Johnson,69,466,468542,2334595,Business,5621,6,Business Loan,1
Mary Joshi,55,515,395629,241036,Contract,6682,18,Personal Loan,1
Barbara Singh 69,24,353,252810,502506,Business,6332,24,Business Loan,1
Patricia Malhotra,45,440,651805,1192557,Government,0,6,Personal Loan,1
Patricia Murthy 45,51,619,848461,1143678,Government,6696,18,Business Loan,0
Amit Brown,38,674,813360,2126135,Government,0,6,Home Loan,1
Amit Das,47,498,976719,4800747,Government,10750,6,Personal Loan,1
Barbara Singh 27,69,388,725491,328681,Government,0,24,Personal Loan,1
Myra Johnson,67,478,433811,1495410,Self-employed,2203,12,Auto Loan,1
Diya Reddy 97,66,585,988356,2542741,Self-employed,14248,6,Auto Loan,1
Mary Singh,42,530,264471,503552,Business,0,12,Business Loan,0
Inaya Murthy,45,428,347874,349037,Government,0,24,Auto Loan,1
Rohan Garcia,69,643,334864,1577380,Self-employed,0,60,Home Loan,1
Robert Murthy,30,675,1141705,1811974,Government,14288,12,Business Loan,1
Michael Martinez,65,493,1051441,1674149,Contract,31982,12,Personal Loan,1
Anvi Sharma 31,57,679,800012,870908,Salaried,0,48,Auto Loan,0
Aarav Joshi,64,567,1136152,1392520,Government,29878,48,Education Loan,1
Pari Garcia,42,839,352367,1285333,Business,11581,48,Home Loan,1
Michael Das,69,759,736126,2177025,Government,0,18,Auto Loan,1
Michael Singh 39,34,693,553986,1520661,Government,0,36,Auto Loan,1
Jessica Gupta,65,763,992645,2688066,Government,15922,12,Auto Loan,1
Arjun Reddy,55,713,557303,2688648,Contract,17179,36,Auto Loan,1
Linda Nair 87,31,590,474033,1033911,Salaried,10152,36,Education Loan,1
Karan Patel 3,21,450,826161,3052911,Contract,10138,36,Business Loan,1
James Das 45,49,356,1010243,1977989,Self-employed,0,48,Home Loan,1
Michael Sharma,40,717,399909,605161,Salaried,6430,48,Education Loan,0
Amit Johnson,48,804,575707,1021831,Salaried,0,60,Home Loan,0
James Brown,58,572,316454,123750,Salaried,8781,6,Home Loan,1
Zara Patel,37,721,150000,630122,Contract,0,24,Business Loan,1
Karan Smith,47,446,673521,1581205,Contract,0,18,Business Loan,1
Aarav Sharma,62,753,860563,2116222,Salaried,0,48,Business Loan,0
Deepak Singh,65,707,698884,1418825,Salaried,8804,6,Education Loan,1
Robert Patel,52,363,185398,775123,Salaried,0,12,Home Loan,1
David Sharma,34,342,483830,836749,Salaried,0,60,Personal Loan,0
Barbara Joshi 73,33,575,157785,581618,Salaried,0,24,Business Loan,1
Nisha Miller,28,588,1358403,4274353,Salaried,0,60,Business Loan,1
Deepak Brown,28,690,311254,446648,Self-employed,9514,18,Education Loan,1
Myra Malhotra,52,320,1268368,5535954,Self-employed,10704,18,Education Loan,1
Ishaan Williams,68,460,1053387,4766617,Salaried,23293,60,Home Loan,1
Rohan Smith,42,777,347891,1651836,Contract,3811,12,Auto Loan,1
James Malhotra,36,683,302649,321201,Salaried,6349,18,Education Loan,0
Patricia Johnson 20,21,458,736910,206214,Salaried,15121,48,Home Loan,0
James Gupta,48,773,359836,555715,Contract,2133,48,Business Loan,0
Karan Nair,40,742,635070,829324,Contract,8836,60,Business Loan,0
Saanvi Sharma,31,744,446995,2117981,Business,8913,48,Personal Loan,1
Arjun Murthy,59,635,205110,892554,Business,5802,48,Auto Loan,1
Myra Williams 32,65,761,156642,114983,Self-employed,0,24,Education Loan,0
Mary Nair,50,520,684203,616401,Self-employed,17504,24,Auto Loan,1
Michael Khanna,40,596,426371,2092518,Business,0,18,Personal Loan,1
Jennifer Sharma,27,607,428542,566390,Government,0,60,Education Loan,0
Karan Das 23,34,439,906655,4447193,Business,10060,12,Home Loan,1
Robert Nair 100,69,836,1207503,3711402,Government,31007,48,Auto Loan,0
Deepak Johnson,35,300,507104,376575,Self-employed,7889,24,Personal Loan,1
Anvi Johnson,21,401,486815,2233643,Salaried,0,6,Auto Loan,1
Michael Sharma 28,25,662,806198,1102940,Business,0,6,Personal Loan,1
Jennifer Martinez,23,365,264564,530871,Contract,5622,6,Auto Loan,1
Zara Jones 18,28,679,682755,347454,Contract,2104,6,Education Loan,1
Aarav Singh,52,530,831620,718491,Salaried,9311,36,Auto Loan,0
Michael Oberoi,61,838,898191,926072,Self-employed,26087,60,Business Loan,0
Michael Verma,36,381,186828,706900,Government,0,60,Education Loan,1
Patricia Bhatia 36,27,572,378203,1619671,Self-employed,11285,12,Education Loan,1
Jessica Garcia,45,414,352583,546567,Self-employed,2371,48,Education Loan,1
Nisha Khanna 18,65,620,634081,2891245,Salaried,0,18,Business Loan,1
Saanvi Khanna,42,436,796869,3205820,Contract,21876,48,Auto Loan,1
